Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee
E0,24/11/03,Fulham,Portsmouth,2,0,H,2,0,H,A Wiley
E0,29/11/03,Aston Villa,Southampton,1,0,H,1,0,H,M Messias
E0,29/11/03,Blackburn,Tottenham,1,0,H,0,0,D,G Poll
E0,29/11/03,Bolton,Everton,2,0,H,1,0,H,P Durkin
E0,29/11/03,Charlton,Leeds,0,1,A,0,1,A,M Halsey
E0,29/11/03,Portsmouth,Leicester,0,2,A,0,1,A,M Dean
E0,29/11/03,Wolves,Newcastle,1,1,D,1,1,D,S Bennett
E0,30/11/03,Arsenal,Fulham,0,0,D,0,0,D,G Barber
E0,30/11/03,Chelsea,Man United,1,0,H,1,0,H,A Wiley
E0,30/11/03,Liverpool,Birmingham,3,1,H,1,1,D,N Barry
E0,30/11/03,Man City,Middlesbrough,0,1,A,0,1,A,M Riley
E0,06/12/03,Birmingham,Blackburn,0,4,A,0,0,D,G Barber
E0,06/12/03,Fulham,Bolton,2,1,H,0,0,D,A D'Urso
E0,06/12/03,Leeds,Chelsea,1,1,D,1,0,H,M Dean
E0,06/12/03,Leicester,Arsenal,1,1,D,0,0,D,R Styles
E0,06/12/03,Man United,Aston Villa,4,0,H,2,0,H,S Dunn
E0,06/12/03,Middlesbrough,Portsmouth,0,0,D,0,0,D,S Bennett
E0,06/12/03,Newcastle,Liverpool,1,1,D,0,1,A,G Poll
E0,06/12/03,Tottenham,Wolves,5,2,H,1,1,D,U Rennie
E0,07/12/03,Everton,Man City,0,0,D,0,0,D,J Winter
E0,07/12/03,Southampton,Charlton,3,2,H,2,0,H,P Walton
E0,13/12/03,Chelsea,Bolton,1,2,A,1,1,D,M Messias
E0,13/12/03,Leicester,Birmingham,0,2,A,0,1,A,M Riley
E0,13/12/03,Liverpool,Southampton,1,2,A,0,1,A,P Durkin
E0,13/12/03,Man United,Man City,3,1,H,2,0,H,M Halsey
E0,13/12/03,Middlesbrough,Charlton,0,0,D,0,0,D,H Webb
E0,13/12/03,Newcastle,Tottenham,4,0,H,1,0,H,A Wiley
E0,13/12/03,Portsmouth,Everton,1,2,A,1,2,A,U Rennie
E0,14/12/03,Arsenal,Blackburn,1,0,H,1,0,H,A D'Urso
E0,14/12/03,Aston Villa,Wolves,3,2,H,2,1,H,G Poll
E0,14/12/03,Leeds,Fulham,3,2,H,1,0,H,N Barry
E0,20/12/03,Blackburn,Aston Villa,0,2,A,0,0,D,D Gallagher
E0,20/12/03,Bolton,Arsenal,1,1,D,0,0,D,G Poll
E0,20/12/03,Charlton,Newcastle,0,0,D,0,0,D,S Bennett
E0,20/12/03,Everton,Leicester,3,2,H,1,1,D,P Dowd
E0,20/12/03,Fulham,Chelsea,0,1,A,0,0,D,M Riley
E0,21/12/03,Southampton,Portsmouth,3,0,H,1,0,H,J Winter
E0,21/12/03,Tottenham,Man United,1,2,A,0,2,A,R Styles
E0,22/12/03,Man City,Leeds,1,1,D,0,1,A,G Barber
E0,26/12/03,Arsenal,Wolves,3,0,H,2,0,H,P Dowd
E0,26/12/03,Birmingham,Man City,2,1,H,0,1,A,U Rennie
E0,26/12/03,Blackburn,Middlesbrough,2,2,D,1,1,D,A Wiley
E0,26/12/03,Charlton,Chelsea,4,2,H,2,1,H,G Poll
E0,26/12/03,Fulham,Southampton,2,0,H,1,0,H,D Gallagher
E0,26/12/03,Leeds,Aston Villa,0,0,D,0,0,D,S Bennett
E0,26/12/03,Leicester,Newcastle,1,1,D,0,0,D,C Foy
E0,26/12/03,Liverpool,Bolton,3,1,H,1,0,H,J Winter
E0,26/12/03,Man United,Everton,3,2,H,2,1,H,M Dean
E0,26/12/03,Portsmouth,Tottenham,2,0,H,0,0,D,S Dunn
E0,28/12/03,Aston Villa,Fulham,3,0,H,1,0,H,B Knight
E0,28/12/03,Bolton,Leicester,2,2,D,1,1,D,N Barry
E0,28/12/03,Chelsea,Portsmouth,3,0,H,0,0,D,G Barber
E0,28/12/03,Everton,Birmingham,1,0,H,0,0,D,R Styles
E0,28/12/03,Man City,Liverpool,2,2,D,1,0,H,M Riley
E0,28/12/03,Middlesbrough,Man United,0,1,A,0,1,A,M Messias
E0,28/12/03,Newcastle,Blackburn,0,1,A,0,0,D,M Halsey
E0,28/12/03,Tottenham,Charlton,0,1,A,0,0,D,P Durkin
E0,28/12/03,Wolves,Leeds,3,1,H,1,1,D,A D'Urso
E0,29/12/03,Southampton,Arsenal,0,1,A,0,1,A,S Dunn
E0,06/01/04,Aston Villa,Portsmouth,2,1,H,1,0,H,J Winter
E0,07/01/04,Bolton,Man United,1,2,A,0,2,A,D Gallagher
E0,07/01/04,Chelsea,Liverpool,0,1,A,0,1,A,S Dunn
E0,07/01/04,Everton,Arsenal,1,1,D,0,1,A,A Wiley
E0,07/01/04,Man City,Charlton,1,1,D,1,0,H,P Walton
E0,07/01/04,Middlesbrough,Fulham,2,1,H,1,0,H,P Durkin
E0,07/01/04,Newcastle,Leeds,1,0,H,1,0,H,P Dowd
E0,07/01/04,Southampton,Leicester,0,0,D,0,0,D,H Webb
E0,07/01/04,Tottenham,Birmingham,4,1,H,3,0,H,B Knight
E0,07/01/04,Wolves,Blackburn,2,2,D,0,1,A,N Barry
E0,10/01/04,Arsenal,Middlesbrough,4,1,H,2,0,H,A D'Urso
E0,10/01/04,Birmingham,Southampton,2,1,H,1,1,D,S Bennett
E0,10/01/04,Blackburn,Bolton,3,4,A,3,2,H,S Dunn
E0,10/01/04,Charlton,Wolves,2,0,H,1,0,H,R Styles
E0,10/01/04,Fulham,Everton,2,1,H,1,0,H,G Poll
E0,10/01/04,Leeds,Tottenham,0,1,A,0,0,D,M Halsey
E0,10/01/04,Liverpool,Aston Villa,1,0,H,1,0,H,G Barber
E0,10/01/04,Portsmouth,Man City,4,2,H,1,2,A,M Messias
E0,11/01/04,Leicester,Chelsea,0,4,A,0,2,A,U Rennie
E0,11/01/04,Man United,Newcastle,0,0,D,0,0,D,P Durkin
E0,17/01/04,Bolton,Portsmouth,1,0,H,0,0,D,P Dowd
E0,17/01/04,Everton,Charlton,0,1,A,0,1,A,M Riley
E0,17/01/04,Man City,Blackburn,1,1,D,0,0,D,M Dean
E0,17/01/04,Middlesbrough,Leicester,3,3,D,1,0,H,B Knight
E0,17/01/04,Southampton,Leeds,2,1,H,2,0,H,A Wiley
E0,17/01/04,Tottenham,Liverpool,2,1,H,1,0,H,U Rennie
E0,17/01/04,Wolves,Man United,1,0,H,0,0,D,A D'Urso
E0,18/01/04,Aston Villa,Arsenal,0,2,A,0,1,A,M Halsey
E0,18/01/04,Chelsea,Birmingham,0,0,D,0,0,D,J Winter
E0,19/01/04,Newcastle,Fulham,3,1,H,2,0,H,N Barry
E0,21/01/04,Wolves,Liverpool,1,1,D,0,1,A,B Knight
E0,31/01/04,Birmingham,Newcastle,1,1,D,0,1,A,R Styles
E0,31/01/04,Charlton,Bolton,1,2,A,1,1,D,A D'Urso
E0,31/01/04,Fulham,Tottenham,2,1,H,1,1,D,M Messias
E0,31/01/04,Leeds,Middlesbrough,0,3,A,0,0,D,G Poll
E0,31/01/04,Leicester,Aston Villa,0,5,A,0,0,D,J Winter
E0,31/01/04,Liverpool,Everton,0,0,D,0,0,D,S Bennett
E0,31/01/04,Man United,Southampton,3,2,H,2,1,H,G Barber
E0,31/01/04,Portsmouth,Wolves,0,0,D,0,0,D,H Webb
E0,01/02/04,Arsenal,Man City,2,1,H,1,0,H,A Wiley
E0,01/02/04,Blackburn,Chelsea,2,3,A,1,2,A,D Gallagher
E0,07/02/04,Aston Villa,Leeds,2,0,H,1,0,H,U Rennie
E0,07/02/04,Bolton,Liverpool,2,2,D,1,0,H,A Wiley
E0,07/02/04,Everton,Man United,3,4,A,0,3,A,N Barry
E0,07/02/04,Middlesbrough,Blackburn,0,1,A,0,1,A,R Styles
E0,07/02/04,Newcastle,Leicester,3,1,H,2,0,H,S Dunn
E0,07/02/04,Southampton,Fulham,0,0,D,0,0,D,A D'Urso
E0,07/02/04,Tottenham,Portsmouth,4,3,H,2,1,H,P Walton
E0,07/02/04,Wolves,Arsenal,1,3,A,1,1,D,P Dowd
E0,08/02/04,Chelsea,Charlton,1,0,H,1,0,H,S Bennett
E0,08/02/04,Man City,Birmingham,0,0,D,0,0,D,P Durkin
E0,10/02/04,Arsenal,Southampton,2,0,H,1,0,H,N Barry
E0,10/02/04,Leeds,Wolves,4,1,H,2,1,H,M Dean
E0,10/02/04,Leicester,Bolton,1,1,D,1,1,D,U Rennie
E0,11/02/04,Birmingham,Everton,3,0,H,2,0,H,M Halsey
E0,11/02/04,Blackburn,Newcastle,1,1,D,0,0,D,M Messias
E0,11/02/04,Charlton,Tottenham,2,4,A,0,2,A,G Barber
E0,11/02/04,Fulham,Aston Villa,1,2,A,1,2,A,B Knight
E0,11/02/04,Liverpool,Man City,2,1,H,1,0,H,M Riley
E0,11/02/04,Man United,Middlesbrough,2,3,A,1,2,A,P Durkin
E0,11/02/04,Portsmouth,Chelsea,0,2,A,0,1,A,G Poll
E0,21/02/04,Bolton,Man City,1,3,A,1,2,A,S Dunn
E0,21/02/04,Charlton,Blackburn,3,2,H,2,0,H,U Rennie
E0,21/02/04,Chelsea,Arsenal,1,2,A,1,2,A,M Riley
E0,21/02/04,Man United,Leeds,1,1,D,0,0,D,M Halsey
E0,21/02/04,Newcastle,Middlesbrough,2,1,H,0,1,A,G Poll
E0,21/02/04,Southampton,Everton,3,3,D,0,2,A,P Dowd
E0,21/02/04,Wolves,Fulham,2,1,H,1,0,H,H Webb
E0,22/02/04,Aston Villa,Birmingham,2,2,D,1,0,H,J Winter
E0,22/02/04,Tottenham,Leicester,4,4,D,3,1,H,N Barry
E0,28/02/04,Arsenal,Charlton,2,1,H,2,0,H,G Barber
E0,28/02/04,Blackburn,Southampton,1,1,D,0,1,A,M Dean
E0,28/02/04,Everton,Aston Villa,2,0,H,0,0,D,M Messias
E0,28/02/04,Fulham,Man United,1,1,D,0,1,A,A Wiley
E0,28/02/04,Leicester,Wolves,0,0,D,0,0,D,J Winter
E0,28/02/04,Man City,Chelsea,0,1,A,0,0,D,R Styles
E0,29/02/04,Leeds,Liverpool,2,2,D,2,2,D,P Durkin
E0,29/02/04,Portsmouth,Newcastle,1,1,D,0,1,A,A D'Urso
E0,03/03/04,Birmingham,Middlesbrough,3,1,H,1,0,H,R Styles
E0,06/03/04,Birmingham,Bolton,2,0,H,1,0,H,A D'Urso
E0,09/03/04,Middlesbrough,Tottenham,1,0,H,0,0,D,A D'Urso
E0,13/03/04,Birmingham,Leicester,0,1,A,0,0,D,M Messias
E0,13/03/04,Blackburn,Arsenal,0,2,A,0,0,D,A Wiley
E0,13/03/04,Bolton,Chelsea,0,2,A,0,0,D,G Poll
E0,13/03/04,Charlton,Middlesbrough,1,0,H,1,0,H,M Dean
E0,13/03/04,Everton,Portsmouth,1,0,H,0,0,D,N Barry
E0,13/03/04,Fulham,Leeds,2,0,H,0,0,D,S Dunn
E0,14/03/04,Man City,Man United,4,1,H,2,1,H,S Bennett
E0,14/03/04,Southampton,Liverpool,2,0,H,0,0,D,D Gallagher
E0,14/03/04,Tottenham,Newcastle,1,0,H,0,0,D,H Webb
E0,14/03/04,Wolves,Aston Villa,0,4,A,0,3,A,P Durkin
E0,17/03/04,Liverpool,Portsmouth,3,0,H,2,0,H,B Knight
E0,20/03/04,Arsenal,Bolton,2,1,H,2,1,H,G Barber
E0,20/03/04,Aston Villa,Blackburn,0,2,A,0,2,A,A D'Urso
E0,20/03/04,Chelsea,Fulham,2,1,H,2,1,H,N Barry
E0,20/03/04,Leicester,Everton,1,1,D,0,0,D,B Knight
E0,20/03/04,Liverpool,Wolves,1,0,H,0,0,D,R Styles
E0,20/03/04,Man United,Tottenham,3,0,H,1,0,H,D Gallagher
E0,20/03/04,Middlesbrough,Birmingham,5,3,H,4,2,H,U Rennie
E0,20/03/04,Newcastle,Charlton,3,1,H,2,0,H,M Riley
E0,21/03/04,Portsmouth,Southampton,1,0,H,0,0,D,M Halsey
E0,22/03/04,Leeds,Man City,2,1,H,1,1,D,A Wiley
E0,27/03/04,Birmingham,Leeds,4,1,H,1,1,D,M Halsey
E0,27/03/04,Blackburn,Portsmouth,1,2,A,1,1,D,P Durkin
E0,27/03/04,Charlton,Aston Villa,1,2,A,1,1,D,B Knight
E0,27/03/04,Chelsea,Wolves,5,2,H,1,1,D,G Barber
E0,27/03/04,Everton,Middlesbrough,1,1,D,0,0,D,S Bennett
E0,27/03/04,Man City,Fulham,0,0,D,0,0,D,J Winter
E0,27/03/04,Southampton,Tottenham,1,0,H,0,0,D,C Foy
E0,28/03/04,Arsenal,Man United,1,1,D,0,0,D,G Poll
E0,28/03/04,Bolton,Newcastle,1,0,H,1,0,H,M Dean
E0,28/03/04,Leicester,Liverpool,0,0,D,0,0,D,P Dowd
E0,03/04/04,Fulham,Birmingham,0,0,D,0,0,D,M Riley
E0,03/04/04,Middlesbrough,Bolton,2,0,H,1,0,H,N Barry
E0,03/04/04,Newcastle,Everton,4,2,H,2,1,H,D Gallagher
E0,03/04/04,Tottenham,Chelsea,0,1,A,0,1,A,S Bennett
E0,03/04/04,Wolves,Southampton,1,4,A,0,1,A,M Halsey
E0,04/04/04,Aston Villa,Man City,1,1,D,1,0,H,U Rennie
E0,04/04/04,Liverpool,Blackburn,4,0,H,3,0,H,J Winter
E0,05/04/04,Leeds,Leicester,3,2,H,2,0,H,M Dean
E0,09/04/04,Arsenal,Liverpool,4,2,H,1,2,A,A Wiley
E0,09/04/04,Everton,Tottenham,3,1,H,3,0,H,R Styles
E0,10/04/04,Birmingham,Man United,1,2,A,1,0,H,D Gallagher
E0,10/04/04,Blackburn,Leeds,1,2,A,0,1,A,S Dunn
E0,10/04/04,Bolton,Aston Villa,2,2,D,0,1,A,M Messias
E0,10/04/04,Charlton,Portsmouth,1,1,D,1,0,H,A D'Urso
E0,10/04/04,Chelsea,Middlesbrough,0,0,D,0,0,D,M Halsey
E0,10/04/04,Leicester,Fulham,0,2,A,0,0,D,P Walton
E0,10/04/04,Man City,Wolves,3,3,D,2,2,D,J Winter
E0,11/04/04,Newcastle,Arsenal,0,0,D,0,0,D,P Durkin
E0,12/04/04,Aston Villa,Chelsea,3,2,H,1,1,D,J Winter
E0,12/04/04,Fulham,Blackburn,3,4,A,2,1,H,M Dean
E0,12/04/04,Liverpool,Charlton,0,1,A,0,0,D,P Dowd
E0,12/04/04,Middlesbrough,Southampton,3,1,H,2,0,H,D Gallagher
E0,12/04/04,Portsmouth,Birmingham,3,1,H,1,0,H,B Knight
E0,12/04/04,Tottenham,Man City,1,1,D,0,1,A,C Foy
E0,12/04/04,Wolves,Bolton,1,2,A,1,1,D,U Rennie
E0,13/04/04,Leeds,Everton,1,1,D,0,1,A,P Durkin
E0,13/04/04,Man United,Leicester,1,0,H,0,0,D,M Halsey
E0,16/04/04,Arsenal,Leeds,5,0,H,3,0,H,D Gallagher
E0,17/04/04,Blackburn,Leicester,1,0,H,1,0,H,R Styles
E0,17/04/04,Bolton,Tottenham,2,0,H,1,0,H,J Winter
E0,17/04/04,Charlton,Birmingham,1,1,D,0,0,D,C Foy
E0,17/04/04,Chelsea,Everton,0,0,D,0,0,D,G Poll
E0,17/04/04,Liverpool,Fulham,0,0,D,0,0,D,S Bennett
E0,17/04/04,Man City,Southampton,1,3,A,0,1,A,G Barber
E0,17/04/04,Portsmouth,Man United,1,0,H,1,0,H,N Barry
E0,17/04/04,Wolves,Middlesbrough,2,0,H,1,0,H,A D'Urso
E0,18/04/04,Aston Villa,Newcastle,0,0,D,0,0,D,B Knight
E0,20/04/04,Man United,Charlton,2,0,H,1,0,H,S Dunn
E0,24/04/04,Everton,Blackburn,0,1,A,0,0,D,P Dowd
E0,24/04/04,Fulham,Charlton,2,0,H,1,0,H,M Messias
E0,24/04/04,Leicester,Man City,1,1,D,0,1,A,A D'Urso
E0,24/04/04,Man United,Liverpool,0,1,A,0,0,D,M Riley
E0,24/04/04,Middlesbrough,Aston Villa,1,2,A,1,1,D,G Barber
E0,24/04/04,Southampton,Bolton,1,2,A,1,0,H,S Dunn
E0,25/04/04,Birmingham,Wolves,2,2,D,2,1,H,M Dean
E0,25/04/04,Leeds,Portsmouth,1,2,A,0,1,A,U Rennie
E0,25/04/04,Newcastle,Chelsea,2,1,H,1,1,D,R Styles
E0,25/04/04,Tottenham,Arsenal,2,2,D,0,2,A,M Halsey
E0,01/05/04,Arsenal,Birmingham,0,0,D,0,0,D,G Poll
E0,01/05/04,Blackburn,Man United,1,0,H,0,0,D,M Dean
E0,01/05/04,Charlton,Leicester,2,2,D,0,1,A,R Styles
E0,01/05/04,Chelsea,Southampton,4,0,H,0,0,D,P Durkin
E0,01/05/04,Man City,Newcastle,1,0,H,0,0,D,M Halsey
E0,01/05/04,Portsmouth,Fulham,1,1,D,0,0,D,S Dunn
E0,01/05/04,Wolves,Everton,2,1,H,0,1,A,M Riley
E0,02/05/04,Aston Villa,Tottenham,1,0,H,1,0,H,N Barry
E0,02/05/04,Bolton,Leeds,4,1,H,0,1,A,S Bennett
E0,02/05/04,Liverpool,Middlesbrough,2,0,H,0,0,D,A D'Urso
E0,04/05/04,Portsmouth,Arsenal,1,1,D,1,0,H,M Riley
E0,08/05/04,Birmingham,Liverpool,0,3,A,0,1,A,S Dunn
E0,08/05/04,Everton,Bolton,1,2,A,0,1,A,P Durkin
E0,08/05/04,Leeds,Charlton,3,3,D,2,1,H,M Halsey
E0,08/05/04,Leicester,Portsmouth,3,1,H,2,0,H,G Poll
E0,08/05/04,Man United,Chelsea,1,1,D,0,1,A,S Bennett
E0,08/05/04,Middlesbrough,Man City,2,1,H,2,1,H,M Riley
E0,08/05/04,Southampton,Aston Villa,1,1,D,1,1,D,H Webb
E0,08/05/04,Tottenham,Blackburn,1,0,H,1,0,H,A D'Urso
E0,09/05/04,Fulham,Arsenal,0,1,A,0,1,A,M Dean
E0,09/05/04,Newcastle,Wolves,1,1,D,1,0,H,M Messias
E0,12/05/04,Southampton,Newcastle,3,3,D,2,2,D,G Poll
E0,15/05/04,Arsenal,Leicester,2,1,H,0,1,A,P Durkin
E0,15/05/04,Aston Villa,Man United,0,2,A,0,2,A,R Styles
E0,15/05/04,Blackburn,Birmingham,1,1,D,1,0,H,D Gallagher
E0,15/05/04,Bolton,Fulham,0,2,A,0,1,A,G Barber
E0,15/05/04,Charlton,Southampton,2,1,H,1,0,H,J Winter
E0,15/05/04,Chelsea,Leeds,1,0,H,1,0,H,M Dean
E0,15/05/04,Liverpool,Newcastle,1,1,D,0,1,A,M Riley
E0,15/05/04,Man City,Everton,5,1,H,3,0,H,S Dunn
E0,15/05/04,Portsmouth,Middlesbrough,5,1,H,3,1,H,M Halsey
E0,15/05/04,Wolves,Tottenham,0,2,A,0,1,A,S Bennett